"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","66714","skillset automation","chromium","2026-01-28","passed","2026-01-28","","skillset.test.ts","",""
